STATION,X,Y,time,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_Total
XN002YN002,-0.1999999999999993,-0.1999999999999993,4.833333333333333,-0.093239759225732,-0.1219377930407218,-0.0947558528716789,-0.0382000340848504,-0.018008577679981,-0.3661420169029642
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.0,-0.1258695747963501,-0.1646106584690239,-0.1279162345491362,-0.0515683661926407,-0.0243107879523641,-0.4942756219595154
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.166666666666666,-0.1258695747963497,-0.1646106584690234,-0.1279162345491358,-0.0515683661926405,-0.024310787952364,-0.4942756219595134
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.333333333333333,-0.093239759225732,-0.1219377930407219,-0.0947558528716789,-0.0382000340848504,-0.0180085776799811,-0.3661420169029643
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.5,-0.0367232608158203,-0.0480262220143543,-0.0373203870079474,-0.0150454036617035,-0.0070928292882312,-0.1442081027880575
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.666666666666666,0.0285363703254153,0.0373195088422492,0.0290003763469668,0.0116912605538768,0.0055115912565347,0.1120591073250434
XN002YN002,-0.1999999999999993,-0.1999999999999993,5.833333333333333,0.0850528687353279,0.1112310798686179,0.0864358422106991,0.0348458909770241,0.0164273396482847,0.3339930214399538
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.0,0.1176826843059454,0.1539039452969191,0.1195962238881558,0.0482142230848141,0.0227295499206676,0.4621266264965018
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.166666666666666,0.1176826843059454,0.1539039452969192,0.1195962238881558,0.0482142230848142,0.0227295499206676,0.4621266264965025
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.333333333333333,0.0850528687353277,0.1112310798686176,0.0864358422106989,0.034845890977024,0.0164273396482846,0.333993021439953
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.5,0.0285363703254158,0.0373195088422498,0.0290003763469673,0.0116912605538771,0.0055115912565348,0.1120591073250448
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.666666666666666,-0.0367232608158196,-0.0480262220143533,-0.0373203870079467,-0.0150454036617032,-0.0070928292882311,-0.144208102788054
XN002YN002,-0.1999999999999993,-0.1999999999999993,6.833333333333333,-0.0932397592257323,-0.1219377930407223,-0.0947558528716792,-0.0382000340848505,-0.0180085776799811,-0.3661420169029658
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.0,-0.1258695747963498,-0.1646106584690235,-0.1279162345491359,-0.0515683661926406,-0.024310787952364,-0.4942756219595139
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.166666666666666,-0.1258695747963497,-0.1646106584690234,-0.1279162345491359,-0.0515683661926406,-0.024310787952364,-0.4942756219595137
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.333333333333333,-0.0932397592257321,-0.1219377930407219,-0.0947558528716789,-0.0382000340848504,-0.0180085776799811,-0.3661420169029648
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.5,-0.0367232608158202,-0.0480262220143541,-0.0373203870079473,-0.0150454036617034,-0.0070928292882312,-0.1442081027880566
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.666666666666666,0.0285363703254152,0.0373195088422491,0.0290003763469667,0.0116912605538768,0.0055115912565347,0.1120591073250421
XN002YN002,-0.1999999999999993,-0.1999999999999993,7.833333333333333,0.0850528687353281,0.1112310798686179,0.0864358422106992,0.0348458909770241,0.0164273396482847,0.3339930214399547
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.0,0.1176826843059452,0.1539039452969191,0.1195962238881557,0.0482142230848141,0.0227295499206676,0.462126626496502
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.166666666666666,0.1176826843059453,0.153903945296919,0.1195962238881558,0.0482142230848141,0.0227295499206676,0.462126626496502
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.333333333333332,0.0850528687353273,0.1112310798686171,0.0864358422106985,0.0348458909770238,0.0164273396482846,0.3339930214399516
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.5,0.0285363703254162,0.0373195088422503,0.0290003763469677,0.0116912605538772,0.0055115912565349,0.1120591073250465
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.666666666666666,-0.0367232608158195,-0.0480262220143532,-0.0373203870079466,-0.0150454036617032,-0.0070928292882311,-0.1442081027880537
XN002YN002,-0.1999999999999993,-0.1999999999999993,8.833333333333332,-0.0932397592257316,-0.1219377930407213,-0.0947558528716784,-0.0382000340848502,-0.018008577679981,-0.3661420169029628
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.0,-0.1258695747963504,-0.1646106584690244,-0.1279162345491366,-0.0515683661926409,-0.0243107879523642,-0.4942756219595166
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.166666666666666,-0.1258695747963497,-0.1646106584690234,-0.1279162345491359,-0.0515683661926406,-0.024310787952364,-0.4942756219595139
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.333333333333332,-0.0932397592257318,-0.1219377930407215,-0.0947558528716786,-0.0382000340848503,-0.018008577679981,-0.366142016902963
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.5,-0.0367232608158207,-0.0480262220143549,-0.0373203870079479,-0.0150454036617037,-0.0070928292882313,-0.1442081027880593
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.666666666666666,0.0285363703254152,0.0373195088422491,0.0290003763469667,0.0116912605538768,0.0055115912565347,0.1120591073250429
XN002YN002,-0.1999999999999993,-0.1999999999999993,9.833333333333332,0.0850528687353272,0.1112310798686169,0.0864358422106984,0.0348458909770238,0.0164273396482845,0.3339930214399516
XN002YN002,-0.1999999999999993,-0.1999999999999993,10.0,0.1176826843059461,0.15390394529692,0.1195962238881566,0.0482142230848144,0.0227295499206677,0.4621266264965045
XN002YP030,-0.1999999999999993,3.0,0.0,-0.2320194289631429,-0.0411743284684341,-0.2353578380129722,-0.0784860389719294,-0.0396545416980869,-0.6266921761145656
XN002YP030,-0.1999999999999993,3.0,0.1666666666666666,0.0410346321599741,0.0072820342274204,0.0416250585219881,0.013880931236229,0.0070132468618041,0.1108359030074158
XN002YP030,-0.1999999999999993,3.0,0.3333333333333333,0.0290032786340174,0.0051469419025604,0.0294205919956579,0.0098110424086287,0.0049569629884598,0.0783388179293245
XN002YP030,-0.1999999999999993,3.0,0.5,0.0081643630432375,0.0014488535170527,0.0082818358927805,0.0027617881780681,0.0013953748450428,0.0220522154761818
XN002YP030,-0.1999999999999993,3.0,0.6666666666666666,-0.0158983440086756,-0.0028213311326671,-0.0161270971598796,-0.0053779894771324,-0.0027171929016457,-0.0429419546800007
XN002YP030,-0.1999999999999993,3.0,0.8333333333333333,-0.0367372595994555,-0.0065194195181749,-0.037265853262757,-0.012427243707693,-0.0062787810450627,-0.0992285571331432
XN002YP030,-0.1999999999999993,3.0,1.0,-0.0487686131254122,-0.0086545118430348,-0.0494703197890872,-0.0164971325352933,-0.008335064918407,-0.1317256422112348
XN002YP030,-0.1999999999999993,3.0,1.1666666666666663,-0.0487686131254121,-0.0086545118430348,-0.0494703197890871,-0.0164971325352933,-0.008335064918407,-0.1317256422112344
XN002YP030,-0.1999999999999993,3.0,1.3333333333333333,-0.0367372595994556,-0.0065194195181749,-0.0372658532627571,-0.012427243707693,-0.0062787810450627,-0.0992285571331436
XN002YP030,-0.1999999999999993,3.0,1.5,-0.0158983440086756,-0.0028213311326671,-0.0161270971598797,-0.0053779894771324,-0.0027171929016457,-0.0429419546800006
XN002YP030,-0.1999999999999993,3.0,1.6666666666666663,0.0081643630432375,0.0014488535170526,0.0082818358927805,0.0027617881780681,0.0013953748450428,0.0220522154761817
XN002YP030,-0.1999999999999993,3.0,1.8333333333333333,0.0290032786340174,0.0051469419025604,0.0294205919956579,0.0098110424086287,0.0049569629884598,0.0783388179293244
XN002YP030,-0.1999999999999993,3.0,2.0,0.0410346321599741,0.0072820342274204,0.0416250585219882,0.013880931236229,0.0070132468618041,0.1108359030074159
XN002YP030,-0.1999999999999993,3.0,2.1666666666666665,0.0410346321599739,0.0072820342274203,0.0416250585219879,0.013880931236229,0.0070132468618041,0.1108359030074155
XN002YP030,-0.1999999999999993,3.0,2.333333333333333,0.0290032786340175,0.0051469419025604,0.029420591995658,0.0098110424086287,0.0049569629884598,0.0783388179293247
XN002YP030,-0.1999999999999993,3.0,2.5,0.0081643630432376,0.0014488535170527,0.0082818358927806,0.0027617881780681,0.0013953748450428,0.0220522154761819
XN002YP030,-0.1999999999999993,3.0,2.6666666666666665,-0.0158983440086756,-0.0028213311326671,-0.0161270971598795,-0.0053779894771324,-0.0027171929016457,-0.0429419546800005
XN002YP030,-0.1999999999999993,3.0,2.833333333333333,-0.0367372595994554,-0.0065194195181749,-0.037265853262757,-0.012427243707693,-0.0062787810450626,-0.099228557133143
XN002YP030,-0.1999999999999993,3.0,3.0,-0.0487686131254123,-0.0086545118430349,-0.0494703197890872,-0.0164971325352934,-0.008335064918407,-0.131725642211235
XN002YP030,-0.1999999999999993,3.0,3.1666666666666665,-0.0487686131254122,-0.0086545118430348,-0.0494703197890872,-0.0164971325352933,-0.008335064918407,-0.1317256422112347
XN002YP030,-0.1999999999999993,3.0,3.333333333333333,-0.0367372595994555,-0.0065194195181749,-0.037265853262757,-0.012427243707693,-0.0062787810450627,-0.0992285571331432
XN002YP030,-0.1999999999999993,3.0,3.5,-0.0158983440086757,-0.0028213311326671,-0.0161270971598797,-0.0053779894771324,-0.0027171929016457,-0.0429419546800009
XN002YP030,-0.1999999999999993,3.0,3.6666666666666665,0.0081643630432375,0.0014488535170526,0.0082818358927805,0.0027617881780681,0.0013953748450428,0.0220522154761817
XN002YP030,-0.1999999999999993,3.0,3.833333333333333,0.0290032786340174,0.0051469419025604,0.0294205919956579,0.0098110424086287,0.0049569629884597,0.0783388179293244
XN002YP030,-0.1999999999999993,3.0,4.0,0.0410346321599741,0.0072820342274204,0.0416250585219881,0.013880931236229,0.0070132468618041,0.1108359030074159
XN002YP030,-0.1999999999999993,3.0,4.166666666666666,0.0410346321599739,0.0072820342274203,0.0416250585219879,0.0138809312362289,0.0070132468618041,0.1108359030074154
XN002YP030,-0.1999999999999993,3.0,4.333333333333333,0.0290032786340175,0.0051469419025604,0.0294205919956581,0.0098110424086287,0.0049569629884598,0.0783388179293247
XN002YP030,-0.1999999999999993,3.0,4.5,0.0081643630432376,0.0014488535170527,0.0082818358927806,0.0027617881780681,0.0013953748450429,0.0220522154761821
XN002YP030,-0.1999999999999993,3.0,4.666666666666666,-0.0158983440086755,-0.0028213311326671,-0.0161270971598794,-0.0053779894771323,-0.0027171929016457,-0.0429419546800003
XN002YP030,-0.1999999999999993,3.0,4.833333333333333,-0.0367372595994555,-0.0065194195181749,-0.0372658532627571,-0.012427243707693,-0.0062787810450627,-0.0992285571331432
XN002YP030,-0.1999999999999993,3.0,5.0,-0.0487686131254122,-0.0086545118430348,-0.0494703197890872,-0.0164971325352933,-0.008335064918407,-0.1317256422112348
XN002YP030,-0.1999999999999993,3.0,5.166666666666666,-0.0487686131254122,-0.0086545118430348,-0.0494703197890871,-0.0164971325352933,-0.008335064918407,-0.1317256422112347
XN002YP030,-0.1999999999999993,3.0,5.333333333333333,-0.0367372595994555,-0.0065194195181749,-0.037265853262757,-0.012427243707693,-0.0062787810450627,-0.0992285571331432
XN002YP030,-0.1999999999999993,3.0,5.5,-0.0158983440086757,-0.0028213311326671,-0.0161270971598798,-0.0053779894771325,-0.0027171929016458,-0.0429419546800011
XN002YP030,-0.1999999999999993,3.0,5.666666666666666,0.0081643630432374,0.0014488535170526,0.0082818358927804,0.002761788178068,0.0013953748450428,0.0220522154761813
XN002YP030,-0.1999999999999993,3.0,5.833333333333333,0.0290032786340176,0.0051469419025605,0.0294205919956582,0.0098110424086288,0.0049569629884598,0.0783388179293251
XN002YP030,-0.1999999999999993,3.0,6.0,0.041034632159974,0.0072820342274204,0.041625058521988,0.013880931236229,0.0070132468618041,0.1108359030074157
XN002YP030,-0.1999999999999993,3.0,6.166666666666666,0.041034632159974,0.0072820342274203,0.041625058521988,0.013880931236229,0.0070132468618041,0.1108359030074156
XN002YP030,-0.1999999999999993,3.0,6.333333333333333,0.0290032786340175,0.0051469419025604,0.029420591995658,0.0098110424086287,0.0049569629884598,0.0783388179293246
XN002YP030,-0.1999999999999993,3.0,6.5,0.0081643630432376,0.0014488535170527,0.0082818358927806,0.0027617881780681,0.0013953748450429,0.022052215476182
XN002YP030,-0.1999999999999993,3.0,6.666666666666666,-0.0158983440086755,-0.0028213311326671,-0.0161270971598794,-0.0053779894771323,-0.0027171929016457,-0.0429419546800001
XN002YP030,-0.1999999999999993,3.0,6.833333333333333,-0.0367372595994556,-0.0065194195181749,-0.0372658532627572,-0.0124272437076931,-0.0062787810450627,-0.0992285571331438
XN002YP030,-0.1999999999999993,3.0,7.0,-0.0487686131254122,-0.0086545118430348,-0.0494703197890871,-0.0164971325352933,-0.008335064918407,-0.1317256422112346
XN002YP030,-0.1999999999999993,3.0,7.166666666666666,-0.0487686131254121,-0.0086545118430348,-0.0494703197890871,-0.0164971325352933,-0.008335064918407,-0.1317256422112342
XN002YP030,-0.1999999999999993,3.0,7.333333333333333,-0.0367372595994556,-0.0065194195181749,-0.0372658532627571,-0.012427243707693,-0.0062787810450627,-0.0992285571331437
XN002YP030,-0.1999999999999993,3.0,7.5,-0.0158983440086757,-0.0028213311326671,-0.0161270971598797,-0.0053779894771324,-0.0027171929016457,-0.0429419546800007
XN002YP030,-0.1999999999999993,3.0,7.666666666666666,0.0081643630432374,0.0014488535170526,0.0082818358927804,0.002761788178068,0.0013953748450428,0.0220522154761813
XN002YP030,-0.1999999999999993,3.0,7.833333333333333,0.0290032786340175,0.0051469419025604,0.0294205919956581,0.0098110424086287,0.0049569629884598,0.0783388179293247
XN002YP030,-0.1999999999999993,3.0,8.0,0.041034632159974,0.0072820342274203,0.041625058521988,0.013880931236229,0.0070132468618041,0.1108359030074155
XN002YP030,-0.1999999999999993,3.0,8.166666666666666,0.041034632159974,0.0072820342274203,0.041625058521988,0.013880931236229,0.0070132468618041,0.1108359030074159
XN002YP030,-0.1999999999999993,3.0,8.333333333333332,0.0290032786340174,0.0051469419025604,0.0294205919956579,0.0098110424086287,0.0049569629884598,0.0783388179293242
XN002YP030,-0.1999999999999993,3.0,8.5,0.0081643630432377,0.0014488535170527,0.0082818358927808,0.0027617881780682,0.0013953748450429,0.0220522154761823
XN002YP030,-0.1999999999999993,3.0,8.666666666666666,-0.0158983440086755,-0.0028213311326671,-0.0161270971598794,-0.0053779894771323,-0.0027171929016457,-0.0429419546800002
XN002YP030,-0.1999999999999993,3.0,8.833333333333332,-0.0367372595994553,-0.0065194195181749,-0.0372658532627569,-0.012427243707693,-0.0062787810450626,-0.0992285571331429
XN002YP030,-0.1999999999999993,3.0,9.0,-0.0487686131254123,-0.0086545118430349,-0.0494703197890873,-0.0164971325352934,-0.008335064918407,-0.1317256422112351
XN002YP030,-0.1999999999999993,3.0,9.166666666666666,-0.0487686131254122,-0.0086545118430348,-0.0494703197890872,-0.0164971325352933,-0.008335064918407,-0.1317256422112347
XN002YP030,-0.1999999999999993,3.0,9.333333333333332,-0.0367372595994554,-0.0065194195181749,-0.0372658532627569,-0.012427243707693,-0.0062787810450626,-0.099228557133143
XN002YP030,-0.1999999999999993,3.0,9.5,-0.0158983440086759,-0.0028213311326672,-0.0161270971598799,-0.0053779894771325,-0.0027171929016458,-0.0429419546800013
XN002YP030,-0.1999999999999993,3.0,9.666666666666666,0.0081643630432374,0.0014488535170526,0.0082818358927804,0.002761788178068,0.0013953748450428,0.0220522154761813
XN002YP030,-0.1999999999999993,3.0,9.833333333333332,0.0290032786340173,0.0051469419025604,0.0294205919956578,0.0098110424086287,0.0049569629884597,0.0783388179293242
XN002YP030,-0.1999999999999993,3.0,10.0,0.0410346321599743,0.0072820342274204,0.0416250585219883,0.0138809312362291,0.0070132468618041,0.1108359030074164
XN004YP008,-0.3999999999999994,0.8000000000000007,0.0,-0.2499683392940424,-0.2564215385730173,-0.2578413578544847,-0.0925174517829389,-0.0444652964805591,-0.9012139839850426
XN004YP008,-0.3999999999999994,0.8000000000000007,0.1666666666666666,0.1107482131023328,0.1136072963404666,0.1142363457984692,0.0409897609220381,0.0197003034232053,0.3992819195865121
XN004YP008,-0.3999999999999994,0.8000000000000007,0.3333333333333333,0.0799570052609197,0.0820211806287122,0.0824753361352793,0.0295934213101828,0.0142230490255897,0.2882699923606839
XN004YP008,-0.3999999999999994,0.8000000000000007,0.5,0.026625068853179,0.027312423402204,0.0274636536989484,0.0098543820821396,0.0047361661229395,0.0959916941594108
XN004YP008,-0.3999999999999994,0.8000000000000007,0.6666666666666666,-0.034957346829647,-0.0358598080213045,-0.0360583656274312,-0.0129382971415709,-0.0062183426722915,-0.1260321602922453
XN004YP008,-0.3999999999999994,0.8000000000000007,0.8333333333333333,-0.0882892832373877,-0.0905685652478127,-0.0910700480637621,-0.0326773363696141,-0.0157052255749417,-0.3183104584935183
XN004YP008,-0.3999999999999994,0.8000000000000007,1.0,-0.119080491078801,-0.1221546809595673,-0.1228310577269522,-0.0440736759814695,-0.0211824799725573,-0.4293223857193476
XN004YP008,-0.3999999999999994,0.8000000000000007,1.1666666666666663,-0.1190804910788007,-0.122154680959567,-0.1228310577269519,-0.0440736759814694,-0.0211824799725572,-0.4293223857193465
XN004YP008,-0.3999999999999994,0.8000000000000007,1.3333333333333333,-0.0882892832373878,-0.0905685652478129,-0.0910700480637623,-0.0326773363696142,-0.0157052255749417,-0.3183104584935192
XN004YP008,-0.3999999999999994,0.8000000000000007,1.5,-0.0349573468296471,-0.0358598080213046,-0.0360583656274313,-0.0129382971415709,-0.0062183426722915,-0.1260321602922451
XN004YP008,-0.3999999999999994,0.8000000000000007,1.6666666666666663,0.0266250688531789,0.0273124234022039,0.0274636536989484,0.0098543820821396,0.0047361661229395,0.0959916941594101
XN004YP008,-0.3999999999999994,0.8000000000000007,1.8333333333333333,0.0799570052609197,0.0820211806287122,0.0824753361352794,0.0295934213101828,0.0142230490255897,0.2882699923606844
XN004YP008,-0.3999999999999994,0.8000000000000007,2.0,0.1107482131023328,0.1136072963404666,0.1142363457984693,0.0409897609220381,0.0197003034232053,0.3992819195865122
XN004YP008,-0.3999999999999994,0.8000000000000007,2.1666666666666665,0.1107482131023326,0.1136072963404664,0.1142363457984691,0.0409897609220381,0.0197003034232053,0.3992819195865115
XN004YP008,-0.3999999999999994,0.8000000000000007,2.333333333333333,0.0799570052609197,0.0820211806287122,0.0824753361352794,0.0295934213101828,0.0142230490255897,0.2882699923606841
XN004YP008,-0.3999999999999994,0.8000000000000007,2.5,0.0266250688531792,0.0273124234022042,0.0274636536989486,0.0098543820821397,0.0047361661229396,0.0959916941594115
XN004YP008,-0.3999999999999994,0.8000000000000007,2.6666666666666665,-0.034957346829647,-0.0358598080213045,-0.0360583656274311,-0.0129382971415709,-0.0062183426722915,-0.1260321602922452
XN004YP008,-0.3999999999999994,0.8000000000000007,2.833333333333333,-0.0882892832373875,-0.0905685652478125,-0.0910700480637619,-0.032677336369614,-0.0157052255749417,-0.3183104584935178
XN004YP008,-0.3999999999999994,0.8000000000000007,3.0,-0.1190804910788012,-0.1221546809595675,-0.1228310577269524,-0.0440736759814696,-0.0211824799725573,-0.429322385719348
XN004YP008,-0.3999999999999994,0.8000000000000007,3.1666666666666665,-0.1190804910788007,-0.122154680959567,-0.1228310577269519,-0.0440736759814694,-0.0211824799725572,-0.4293223857193464
XN004YP008,-0.3999999999999994,0.8000000000000007,3.333333333333333,-0.0882892832373878,-0.0905685652478129,-0.0910700480637622,-0.0326773363696142,-0.0157052255749417,-0.3183104584935192
XN004YP008,-0.3999999999999994,0.8000000000000007,3.5,-0.0349573468296473,-0.0358598080213048,-0.0360583656274314,-0.012938297141571,-0.0062183426722915,-0.1260321602922465
XN004YP008,-0.3999999999999994,0.8000000000000007,3.6666666666666665,0.0266250688531789,0.0273124234022039,0.0274636536989483,0.0098543820821396,0.0047361661229395,0.0959916941594107
XN004YP008,-0.3999999999999994,0.8000000000000007,3.833333333333333,0.0799570052609194,0.082021180628712,0.0824753361352791,0.0295934213101827,0.0142230490255897,0.2882699923606833
XN004YP008,-0.3999999999999994,0.8000000000000007,4.0,0.1107482131023331,0.1136072963404669,0.1142363457984695,0.0409897609220382,0.0197003034232053,0.3992819195865131
XN004YP008,-0.3999999999999994,0.8000000000000007,4.166666666666666,0.1107482131023323,0.1136072963404661,0.1142363457984688,0.040989760922038,0.0197003034232052,0.3992819195865106
XN004YP008,-0.3999999999999994,0.8000000000000007,4.333333333333333,0.07995700526092,0.0820211806287125,0.0824753361352797,0.029593421310183,0.0142230490255898,0.2882699923606853
XN004YP008,-0.3999999999999994,0.8000000000000007,4.5,0.0266250688531792,0.0273124234022043,0.0274636536989486,0.0098543820821397,0.0047361661229396,0.0959916941594116
XN004YP008,-0.3999999999999994,0.8000000000000007,4.666666666666666,-0.0349573468296467,-0.0358598080213043,-0.0360583656274309,-0.0129382971415708,-0.0062183426722914,-0.1260321602922444
XN004YP008,-0.3999999999999994,0.8000000000000007,4.833333333333333,-0.0882892832373878,-0.0905685652478128,-0.0910700480637622,-0.0326773363696141,-0.0157052255749417,-0.3183104584935188
XN004YP008,-0.3999999999999994,0.8000000000000007,5.0,-0.119080491078801,-0.1221546809595673,-0.1228310577269523,-0.0440736759814695,-0.0211824799725573,-0.4293223857193475
XN004YP008,-0.3999999999999994,0.8000000000000007,5.166666666666666,-0.1190804910788007,-0.122154680959567,-0.1228310577269519,-0.0440736759814694,-0.0211824799725572,-0.4293223857193466
XN004YP008,-0.3999999999999994,0.8000000000000007,5.333333333333333,-0.0882892832373878,-0.0905685652478128,-0.0910700480637622,-0.0326773363696141,-0.0157052255749417,-0.318310458493519
XN004YP008,-0.3999999999999994,0.8000000000000007,5.5,-0.0349573468296474,-0.0358598080213049,-0.0360583656274317,-0.0129382971415711,-0.0062183426722915,-0.1260321602922469
XN004YP008,-0.3999999999999994,0.8000000000000007,5.666666666666666,0.0266250688531788,0.0273124234022038,0.0274636536989482,0.0098543820821395,0.0047361661229395,0.0959916941594101
XN004YP008,-0.3999999999999994,0.8000000000000007,5.833333333333333,0.0799570052609199,0.0820211806287124,0.0824753361352796,0.0295934213101829,0.0142230490255898,0.288269992360685
